Order ID,Date,Channel / Type,Customer,Items Summary,Subtotal (PHP),VAT 12% (PHP),Delivery Fee (PHP),Grand Total (PHP),Payment Method,Payment Status,Order Status,Reference No.
ORD-20260902-02486-1498C,2026-09-02 11:06:18,ONLINE,Ana Reyes,Crispy Seafood Basket x1; Seafood Cajun Boil x1,2830.00,339.60,50.00,3219.60,GCASH,PAID,COMPLETED,TXN-GCA-11417204
ORD-20260902-02580-38991,2026-09-02 11:27:34,ONLINE,Lisa Manoban,Grilled Seafood Platter x1; Classic Seafood Paella x1; Sweet & Chili Crab Bucket x1,5700.00,684.00,75.00,6459.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-47944184
ORD-20260902-02110-F2553,2026-09-02 11:40:46,ON_SITE,Sarah Geronimo,Seafood Cajun Boil x1,1850.00,222.00,0.00,2072.00,GCASH,PAID,COMPLETED,TXN-GCA-17574232
ORD-20260902-04719-80075,2026-09-02 11:48:00,ONLINE,Clara Dizon,Seafood Cajun Boil x1; Classic Seafood Paella x1,3500.00,420.00,85.00,4005.00,CASH,PAID,COMPLETED,TXN-CAS-43602754
ORD-20260902-00150-844B0,2026-09-02 11:58:59,ONLINE,Ana Reyes,Crispy Seafood Basket x2,1960.00,235.20,120.00,2315.20,GCASH,PAID,COMPLETED,TXN-GCA-53502348
ORD-20260902-02936-90404,2026-09-02 12:01:59,ON_SITE,Ana Reyes,Sweet & Chili Crab Bucket x2,3900.00,468.00,0.00,4368.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-43068947
ORD-20260902-03795-A4DB6,2026-09-02 12:12:51,ONLINE,Clara Dizon,Garlic Butter Prawns x1; Crispy Seafood Basket x1; Grilled Seafood Platter x1; Fresh Calamansi Juice Pitcher x1,4610.00,553.20,50.00,5213.20,GCASH,PAID,COMPLETED,TXN-GCA-99697238
ORD-20260902-01186-B7AB3,2026-09-02 12:25:25,ON_SITE,Sarah Geronimo,Seafood Cajun Boil x1; Fresh Calamansi Juice Pitcher x1,2130.00,255.60,0.00,2385.60,CASH,PAID,COMPLETED,TXN-CAS-20543843
ORD-20260902-02022-C1B3D,2026-09-02 12:28:26,ON_SITE,Mark Bautista,Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1,1260.00,151.20,0.00,1411.20,CASH,PAID,COMPLETED,TXN-CAS-11023253
ORD-20260902-02547-18132,2026-09-02 12:41:20,ONLINE,Ana Reyes,Seafood Cajun Boil x1; Garlic Butter Prawns x2,4350.00,522.00,50.00,4922.00,GCASH,PAID,COMPLETED,TXN-GCA-23537358
ORD-20260902-02126-7676C,2026-09-02 13:10:06,ONLINE,Lisa Manoban,Grilled Seafood Platter x2,4200.00,504.00,100.00,4804.00,GCASH,PENDING,IN_PROCESS,N/A
ORD-20260902-03975-956A0,2026-09-02 13:11:29,ON_SITE,Alden Richards,Grilled Seafood Platter x1; Garlic Butter Prawns x1; Sweet & Chili Crab Bucket x1,5300.00,636.00,0.00,5936.00,GCASH,PAID,COMPLETED,TXN-GCA-61882722
ORD-20260902-02889-F72C4,2026-09-02 13:19:57,ON_SITE,Matteo Guidicelli,Garlic Butter Prawns x2; Crispy Seafood Basket x1,3480.00,417.60,0.00,3897.60,HYBRID (Cash + GCash),REFUNDED,CANCELLED,N/A
ORD-20260902-00910-C0E67,2026-09-02 13:23:47,ON_SITE,Juan Tamad,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,CASH,PAID,COMPLETED,TXN-CAS-80430282
ORD-20260902-04115-D8E50,2026-09-02 13:24:35,ON_SITE,Pedro Penduko,Fresh Calamansi Juice Pitcher x1; Grilled Seafood Platter x3,6580.00,789.60,0.00,7369.60,GCASH,PAID,COMPLETED,TXN-GCA-37523486
ORD-20260902-04439-734A8,2026-09-02 13:37:56,ON_SITE,Pedro Penduko,Grilled Seafood Platter x3; Classic Seafood Paella x1,7950.00,954.00,0.00,8904.00,CASH,PAID,COMPLETED,TXN-CAS-69072132
ORD-20260902-01024-3B065,2026-09-02 13:44:44,ON_SITE,Bea Alonzo,Fresh Calamansi Juice Pitcher x1; Crispy Seafood Basket x1,1260.00,151.20,0.00,1411.20,CASH,PAID,COMPLETED,TXN-CAS-75753433
ORD-20260902-03488-4C6F3,2026-09-02 13:45:26,ONLINE,Ana Reyes,Crispy Seafood Basket x1,980.00,117.60,100.00,1197.60,GCASH,PAID,COMPLETED,TXN-GCA-20211357
ORD-20260902-02098-D31D1,2026-09-02 14:14:27,ON_SITE,Lisa Manoban,Seafood Cajun Boil x1,1850.00,222.00,0.00,2072.00,CASH,PAID,COMPLETED,TXN-CAS-99299948
ORD-20260902-03940-40855,2026-09-02 14:16:10,ON_SITE,Pedro Penduko,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-80757397
ORD-20260902-04539-23E82,2026-09-02 14:44:55,ONLINE,Lisa Manoban,Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1,1260.00,151.20,75.00,1486.20,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-92064792
ORD-20260902-01784-6AB52,2026-09-02 14:45:05,ON_SITE,Bea Alonzo,Classic Seafood Paella x3; Crispy Seafood Basket x1; Sweet & Chili Crab Bucket x1,7880.00,945.60,0.00,8825.60,GCASH,PAID,COMPLETED,TXN-GCA-55611449
ORD-20260902-00100-8B725,2026-09-02 14:46:33,ON_SITE,Matteo Guidicelli,Garlic Butter Prawns x2,2500.00,300.00,0.00,2800.00,GCASH,PAID,COMPLETED,TXN-GCA-58294204
ORD-20260902-02121-FF801,2026-09-02 14:55:37,ONLINE,Ana Reyes,Grilled Seafood Platter x1; Garlic Butter Prawns x1,3350.00,402.00,100.00,3852.00,MAYA,PAID,COMPLETED,TXN-MAY-30263680
ORD-20260902-01453-3A553,2026-09-02 14:59:25,ON_SITE,Ramon Magsaysay Jr.,Grilled Seafood Platter x2; Seafood Bilao Feast x1,6600.00,792.00,0.00,7392.00,GCASH,PAID,COMPLETED,TXN-GCA-85213973
ORD-20260902-03068-2DEAE,2026-09-02 15:27:02,ONLINE,Ana Reyes,Sweet & Chili Crab Bucket x2; Fresh Calamansi Juice Pitcher x1; Seafood Cajun Boil x3,9730.00,1167.60,85.00,10982.60,MAYA,PAID,COMPLETED,TXN-MAY-47257358
ORD-20260902-02820-F6C7C,2026-09-02 15:57:04,ON_SITE,Maria Clara Santos,Garlic Butter Prawns x1,1250.00,150.00,0.00,1400.00,CASH,PAID,COMPLETED,TXN-CAS-96022247
ORD-20260902-04492-D5A72,2026-09-02 16:03:22,ON_SITE,Pedro Penduko,Garlic Butter Prawns x1; Crispy Seafood Basket x1,2230.00,267.60,0.00,2497.60,CASH,PAID,COMPLETED,TXN-CAS-94336130
ORD-20260902-02294-195EE,2026-09-02 16:31:01,ONLINE,Clara Dizon,Fresh Calamansi Juice Pitcher x1; Garlic Butter Prawns x2; Crispy Seafood Basket x1; Classic Seafood Paella x1,5410.00,649.20,75.00,6134.20,CASH,PAID,COMPLETED,TXN-CAS-52031657
ORD-20260902-04087-B7D3C,2026-09-02 16:40:34,ONLINE,Mark Bautista,Seafood Bilao Feast x1; Seafood Cajun Boil x1,4250.00,510.00,75.00,4835.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-88549533
ORD-20260902-02245-80F46,2026-09-02 17:20:07,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x2; Fresh Calamansi Juice Pitcher x1,7030.00,843.60,50.00,7923.60,GCASH,PAID,IN_PROCESS,TXN-GCA-83847826
ORD-20260902-02814-D83A2,2026-09-02 17:23:31,ON_SITE,Ferdinand Marcos,Grilled Seafood Platter x1; Fresh Calamansi Juice Pitcher x1,2380.00,285.60,0.00,2665.60,CASH,PAID,COMPLETED,TXN-CAS-38754795
ORD-20260902-04292-32D79,2026-09-02 17:28:19,ONLINE,Pedro Penduko,Grilled Seafood Platter x1; Sweet & Chili Crab Bucket x1,4050.00,486.00,75.00,4611.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-56412699
ORD-20260902-04667-5284B,2026-09-02 17:35:54,ON_SITE,Mark Bautista,Crispy Seafood Basket x2; Seafood Cajun Boil x1,3810.00,457.20,0.00,4267.20,CASH,PAID,COMPLETED,TXN-CAS-63416777
ORD-20260902-01755-823DF,2026-09-02 17:44:28,ONLINE,Pedro Penduko,Seafood Bilao Feast x1,2400.00,288.00,60.00,2748.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-28394330
ORD-20260902-00002-54513,2026-09-02 17:45:09,ON_SITE,Ana Reyes,Sweet & Chili Crab Bucket x1,1950.00,234.00,0.00,2184.00,CASH,PAID,COMPLETED,TXN-CAS-19935835
ORD-20260902-02232-FDB95,2026-09-02 17:49:34,ONLINE,Clara Dizon,Seafood Cajun Boil x1,1850.00,222.00,75.00,2147.00,GCASH,REFUNDED,CANCELLED,N/A
ORD-20260902-02170-ED529,2026-09-02 17:54:47,ON_SITE,Clara Dizon,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,CASH,PAID,COMPLETED,TXN-CAS-68585127
ORD-20260902-00060-E6B65,2026-09-02 18:03:29,ON_SITE,Ana Reyes,Fresh Calamansi Juice Pitcher x3; Seafood Bilao Feast x1; Seafood Cajun Boil x2,6940.00,832.80,0.00,7772.80,GCASH,PAID,COMPLETED,TXN-GCA-61408669
ORD-20260902-02453-F4E40,2026-09-02 18:05:59,ON_SITE,Carlos Mendoza,Crispy Seafood Basket x2; Fresh Calamansi Juice Pitcher x1,2240.00,268.80,0.00,2508.80,CASH,PAID,COMPLETED,TXN-CAS-39301035
ORD-20260902-04363-ADF77,2026-09-02 18:06:12,ONLINE,Lisa Manoban,Garlic Butter Prawns x1; Grilled Seafood Platter x1; Crispy Seafood Basket x2,5310.00,637.20,100.00,6047.20,GCASH,PAID,COMPLETED,TXN-GCA-80419326
ORD-20260902-00826-EA256,2026-09-02 18:32:44,ONLINE,Mark Bautista,Sweet & Chili Crab Bucket x1,1950.00,234.00,85.00,2269.00,GCASH,PAID,COMPLETED,TXN-GCA-48253798
ORD-20260902-02428-C57BB,2026-09-02 18:59:49,ONLINE,Ana Reyes,Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x2,1540.00,184.80,100.00,1824.80,GCASH,PAID,COMPLETED,TXN-GCA-38139045
ORD-20260902-02214-B084B,2026-09-02 19:15:23,ON_SITE,Ramon Magsaysay Jr.,Crispy Seafood Basket x1; Garlic Butter Prawns x1; Seafood Cajun Boil x1,4080.00,489.60,0.00,4569.60,CASH,PAID,COMPLETED,TXN-CAS-77589965
ORD-20260902-00492-BC5A7,2026-09-02 19:17:57,ON_SITE,Matteo Guidicelli,Fresh Calamansi Juice Pitcher x1; Crispy Seafood Basket x1; Grilled Seafood Platter x1,3360.00,403.20,0.00,3763.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-53209095
ORD-20260902-03426-9D802,2026-09-02 19:55:47,ON_SITE,Carlos Mendoza,Seafood Bilao Feast x1; Seafood Cajun Boil x1; Sweet & Chili Crab Bucket x1,6200.00,744.00,0.00,6944.00,GCASH,PAID,COMPLETED,TXN-GCA-21607789
ORD-20260902-03567-0FF63,2026-09-02 19:56:28,ON_SITE,Pedro Penduko,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,CASH,PAID,COMPLETED,TXN-CAS-35563054
ORD-20260902-03760-18697,2026-09-02 20:04:59,ON_SITE,Marian Rivera,Seafood Cajun Boil x1; Seafood Bilao Feast x1; Fresh Calamansi Juice Pitcher x1; Classic Seafood Paella x1,6180.00,741.60,0.00,6921.60,GCASH,PAID,COMPLETED,TXN-GCA-98863497
ORD-20260902-03933-7DB39,2026-09-02 20:31:29,ONLINE,Lisa Manoban,Seafood Bilao Feast x1,2400.00,288.00,120.00,2808.00,GCASH,PENDING,IN_PROCESS,N/A
ORD-20260902-02553-1A06A,2026-09-02 20:40:22,ON_SITE,Giselle Hernandez,Sweet & Chili Crab Bucket x1; Grilled Seafood Platter x2,6150.00,738.00,0.00,6888.00,CASH,PAID,COMPLETED,TXN-CAS-34888623
ORD-20260902-04769-18DE7,2026-09-02 20:48:12,ON_SITE,Pedro Penduko,Seafood Cajun Boil x1; Grilled Seafood Platter x2,6050.00,726.00,0.00,6776.00,CASH,PAID,COMPLETED,TXN-CAS-31761675
ORD-20260902-04224-FD81B,2026-09-02 20:51:48,ON_SITE,Lisa Manoban,Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x1,2930.00,351.60,0.00,3281.60,GCASH,PAID,COMPLETED,TXN-GCA-48018162
ORD-20260902-01228-D73A1,2026-09-02 21:03:40,ONLINE,Juan Tamad,Sweet & Chili Crab Bucket x1,1950.00,234.00,75.00,2259.00,GCASH,PAID,COMPLETED,TXN-GCA-69401677
ORD-20260902-00586-1355E,2026-09-02 21:09:47,ON_SITE,Juan Tamad,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,GCASH,PAID,COMPLETED,TXN-GCA-14347592
ORD-20260902-02807-7A8BA,2026-09-02 21:10:35,ON_SITE,Giselle Hernandez,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,GCASH,PAID,COMPLETED,TXN-GCA-87976610
ORD-20260902-00074-EB37D,2026-09-02 21:12:18,ON_SITE,Alden Richards,Classic Seafood Paella x3; Fresh Calamansi Juice Pitcher x1,5230.00,627.60,0.00,5857.60,CASH,PAID,COMPLETED,TXN-CAS-28690006
ORD-20260902-00523-4C59D,2026-09-02 21:22:08,ONLINE,Mark Bautista,Seafood Bilao Feast x1; Fresh Calamansi Juice Pitcher x1,2680.00,321.60,120.00,3121.60,GCASH,PAID,COMPLETED,TXN-GCA-77311230
ORD-20260902-02935-C31D3,2026-09-02 21:23:25,ONLINE,Ana Reyes,Crispy Seafood Basket x1,980.00,117.60,50.00,1147.60,GCASH,PAID,IN_PROCESS,TXN-GCA-24013557
ORD-20260902-04094-C360E,2026-09-02 21:48:13,ON_SITE,Matteo Guidicelli,Sweet & Chili Crab Bucket x2; Fresh Calamansi Juice Pitcher x1; Classic Seafood Paella x1,5830.00,699.60,0.00,6529.60,GCASH,PAID,COMPLETED,TXN-GCA-56579769
ORD-20260903-00796-F37A4,2026-09-03 10:08:46,ONLINE,Mark Bautista,Seafood Cajun Boil x1; Classic Seafood Paella x1,3500.00,420.00,85.00,4005.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-76753350
ORD-20260903-01449-404A7,2026-09-03 10:31:16,ON_SITE,Mark Bautista,Garlic Butter Prawns x1; Seafood Cajun Boil x1,3100.00,372.00,0.00,3472.00,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-24366969
ORD-20260903-04921-241BE,2026-09-03 10:35:54,ONLINE,Pedro Penduko,Garlic Butter Prawns x1; Classic Seafood Paella x1; Seafood Cajun Boil x1; Crispy Seafood Basket x1,5730.00,687.60,50.00,6467.60,GCASH,PAID,COMPLETED,TXN-GCA-30642011
ORD-20260903-04023-3C584,2026-09-03 10:39:02,ON_SITE,Joshua Garcia,Seafood Bilao Feast x2; Crispy Seafood Basket x1,5780.00,693.60,0.00,6473.60,CASH,PAID,COMPLETED,TXN-CAS-48012673
ORD-20260903-02264-F7753,2026-09-03 10:51:35,ON_SITE,Dingdong Dantes,Garlic Butter Prawns x1; Classic Seafood Paella x1,2900.00,348.00,0.00,3248.00,GCASH,PAID,COMPLETED,TXN-GCA-67378595
ORD-20260903-01436-D7B7B,2026-09-03 10:53:22,ON_SITE,Lisa Manoban,Crispy Seafood Basket x1; Seafood Cajun Boil x2,4680.00,561.60,0.00,5241.60,GCASH,PENDING,CANCELLED,N/A
ORD-20260903-03341-8F202,2026-09-03 10:59:42,ONLINE,Lisa Manoban,Seafood Bilao Feast x2; Garlic Butter Prawns x1,6050.00,726.00,75.00,6851.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-41546676
ORD-20260903-03419-4C074,2026-09-03 11:07:13,ON_SITE,Daniel Padilla,Seafood Bilao Feast x1,2400.00,288.00,0.00,2688.00,CASH,PAID,COMPLETED,TXN-CAS-30700470
ORD-20260903-04207-EB7FC,2026-09-03 11:08:31,ON_SITE,Clara Dizon,Sweet & Chili Crab Bucket x1,1950.00,234.00,0.00,2184.00,CASH,PAID,COMPLETED,TXN-CAS-88478994
ORD-20260903-03522-F2153,2026-09-03 11:13:40,ONLINE,Juan Tamad,Sweet & Chili Crab Bucket x1; Seafood Bilao Feast x1,4350.00,522.00,85.00,4957.00,MAYA,PAID,COMPLETED,TXN-MAY-81784013
ORD-20260903-01310-F780F,2026-09-03 11:28:10,ONLINE,Lisa Manoban,Garlic Butter Prawns x1; Fresh Calamansi Juice Pitcher x1; Sweet & Chili Crab Bucket x1,3480.00,417.60,60.00,3957.60,GCASH,PAID,COMPLETED,TXN-GCA-47515551
ORD-20260903-04076-5DC28,2026-09-03 11:38:48,ONLINE,Pedro Penduko,Fresh Calamansi Juice Pitcher x1; Seafood Bilao Feast x1,2680.00,321.60,50.00,3051.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-67811419
ORD-20260903-01254-38257,2026-09-03 11:39:47,ON_SITE,Clara Dizon,Sweet & Chili Crab Bucket x2,3900.00,468.00,0.00,4368.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-80322504
ORD-20260903-03351-A691C,2026-09-03 11:44:59,ONLINE,Ana Reyes,Classic Seafood Paella x1; Fresh Calamansi Juice Pitcher x3,2490.00,298.80,50.00,2838.80,GCASH,PAID,COMPLETED,TXN-GCA-80405973
ORD-20260903-01056-09A20,2026-09-03 11:51:30,ONLINE,Clara Dizon,Grilled Seafood Platter x1,2100.00,252.00,75.00,2427.00,MAYA,PAID,COMPLETED,TXN-MAY-14455141
ORD-20260903-00823-FD6CA,2026-09-03 12:02:39,ONLINE,Lisa Manoban,Grilled Seafood Platter x1,2100.00,252.00,60.00,2412.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-32394792
ORD-20260903-02883-F4D05,2026-09-03 12:10:22,ON_SITE,Maria Clara Santos,Classic Seafood Paella x2; Sweet & Chili Crab Bucket x1,5250.00,630.00,0.00,5880.00,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-13876978
ORD-20260903-03809-DE43C,2026-09-03 12:12:19,ON_SITE,Clara Dizon,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-18239916
ORD-20260903-01441-286AC,2026-09-03 12:26:33,ON_SITE,Ferdinand Marcos,Fresh Calamansi Juice Pitcher x1; Grilled Seafood Platter x1; Sweet & Chili Crab Bucket x1,4330.00,519.60,0.00,4849.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-22417907
ORD-20260903-04944-10EB5,2026-09-03 12:33:49,ON_SITE,Clara Dizon,Grilled Seafood Platter x2,4200.00,504.00,0.00,4704.00,CASH,PAID,COMPLETED,TXN-CAS-19106758
ORD-20260903-00297-E0168,2026-09-03 12:37:17,ON_SITE,Bea Alonzo,Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x2; Garlic Butter Prawns x1,5160.00,619.20,0.00,5779.20,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-79537980
ORD-20260903-03458-A7835,2026-09-03 12:37:55,ONLINE,Lisa Manoban,Grilled Seafood Platter x1; Crispy Seafood Basket x1; Garlic Butter Prawns x1; Classic Seafood Paella x1,5980.00,717.60,50.00,6747.60,GCASH,PAID,COMPLETED,TXN-GCA-68400512
ORD-20260903-00024-9E94D,2026-09-03 12:48:45,ON_SITE,Clara Dizon,Sweet & Chili Crab Bucket x2; Crispy Seafood Basket x1,4880.00,585.60,0.00,5465.60,GCASH,PAID,COMPLETED,TXN-GCA-55392146
ORD-20260903-02878-D0796,2026-09-03 12:54:48,ONLINE,Pedro Penduko,Sweet & Chili Crab Bucket x1; Seafood Cajun Boil x1,3800.00,456.00,60.00,4316.00,SPLIT (Cash + GCash),PENDING,IN_PROCESS,N/A
ORD-20260903-03434-8DD9C,2026-09-03 12:59:10,ON_SITE,Matteo Guidicelli,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,CASH,PAID,COMPLETED,TXN-CAS-13348430
ORD-20260903-03645-48E9B,2026-09-03 13:12:05,ONLINE,Lisa Manoban,Seafood Cajun Boil x1,1850.00,222.00,60.00,2132.00,COD,PENDING,CANCELLED,N/A
ORD-20260903-01305-ABC44,2026-09-03 13:12:37,ON_SITE,Pedro Penduko,Crispy Seafood Basket x1,980.00,117.60,0.00,1097.60,CASH,PAID,COMPLETED,TXN-CAS-53468615
ORD-20260903-03072-3B74F,2026-09-03 13:36:13,ONLINE,Mark Bautista,Seafood Bilao Feast x1; Sweet & Chili Crab Bucket x1,4350.00,522.00,85.00,4957.00,GCASH,PAID,COMPLETED,TXN-GCA-75127110
ORD-20260903-04131-0FA37,2026-09-03 13:40:13,ONLINE,Clara Dizon,Fresh Calamansi Juice Pitcher x1,280.00,33.60,60.00,373.60,GCASH,PAID,COMPLETED,TXN-GCA-19575731
ORD-20260903-04176-A777B,2026-09-03 14:07:41,ON_SITE,Pedro Penduko,Fresh Calamansi Juice Pitcher x2; Sweet & Chili Crab Bucket x1; Garlic Butter Prawns x2,5010.00,601.20,0.00,5611.20,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-17516611
ORD-20260903-02437-6341B,2026-09-03 14:09:40,ON_SITE,Katrina Halili,Crispy Seafood Basket x1; Seafood Cajun Boil x1; Seafood Bilao Feast x2; Fresh Calamansi Juice Pitcher x1,7910.00,949.20,0.00,8859.20,GCASH,PAID,COMPLETED,TXN-GCA-28932590
ORD-20260903-00883-15F91,2026-09-03 14:12:17,ONLINE,Ana Reyes,Fresh Calamansi Juice Pitcher x1,280.00,33.60,85.00,398.60,HYBRID (Cash + GCash),PAID,COMPLETED,TXN-HYB-51581574
ORD-20260903-02219-D038B,2026-09-03 14:23:41,ON_SITE,Juan Tamad,Fresh Calamansi Juice Pitcher x1,280.00,33.60,0.00,313.60,GCASH,PAID,COMPLETED,TXN-GCA-23855081
ORD-20260903-03893-27051,2026-09-03 14:31:36,ONLINE,Pedro Penduko,Seafood Bilao Feast x1,2400.00,288.00,100.00,2788.00,GCASH,PAID,COMPLETED,TXN-GCA-70932969
ORD-20260903-01813-B55A8,2026-09-03 14:54:50,ONLINE,Mark Bautista,Crispy Seafood Basket x1,980.00,117.60,85.00,1182.60,MAYA,PAID,COMPLETED,TXN-MAY-32455846
ORD-20260903-00811-479C0,2026-09-03 14:59:58,ON_SITE,Lisa Manoban,Classic Seafood Paella x1,1650.00,198.00,0.00,1848.00,GCASH,PAID,COMPLETED,TXN-GCA-28449828
ORD-20260903-04625-3A670,2026-09-03 15:01:12,ON_SITE,Lisa Manoban,Garlic Butter Prawns x1; Fresh Calamansi Juice Pitcher x2,1810.00,217.20,0.00,2027.20,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-85447444
ORD-20260903-04892-C69FE,2026-09-03 15:23:46,ONLINE,Juan Tamad,Sweet & Chili Crab Bucket x1; Garlic Butter Prawns x1; Classic Seafood Paella x1,4850.00,582.00,120.00,5552.00,SPLIT (Cash + GCash),PAID,IN_PROCESS,TXN-SPL-11796669
ORD-20260903-00525-7349F,2026-09-03 15:27:28,ONLINE,Mark Bautista,Seafood Cajun Boil x2,3700.00,444.00,120.00,4264.00,COD,PAID,COMPLETED,TXN-COD-28778695
ORD-20260903-01656-FCE7F,2026-09-03 15:33:42,ONLINE,Ana Reyes,Classic Seafood Paella x1; Fresh Calamansi Juice Pitcher x3,2490.00,298.80,120.00,2908.80,GCASH,PAID,COMPLETED,TXN-GCA-48284322
ORD-20260903-00813-597F6,2026-09-03 15:53:48,ON_SITE,Bea Alonzo,Grilled Seafood Platter x1,2100.00,252.00,0.00,2352.00,GCASH,PAID,COMPLETED,TXN-GCA-74618874
ORD-20260903-01192-84840,2026-09-03 15:59:30,ON_SITE,Dingdong Dantes,Seafood Bilao Feast x1; Crispy Seafood Basket x1; Sweet & Chili Crab Bucket x1; Seafood Cajun Boil x1,7180.00,861.60,0.00,8041.60,SPLIT (Cash + GCash),PAID,COMPLETED,TXN-SPL-21765644
ORD-20260903-00276-29CAB,2026-09-03 16:15:52,ON_SITE,Dindo Dela Cruz,Crispy Seafood Basket x2; Fresh Calamansi Juice Pitcher x2,2520.00,302.40,0.00,2822.40,GCASH,PAID,IN_PROCESS,TXN-GCA-44597542
ORD-20260903-04465-2156F,2026-09-03 16:20:45,ON_SITE,Juan Tamad,Seafood Bilao Feast x1; Grilled Seafood Platter x1,4500.00,540.00,0.00,5040.00,CASH,PAID,COMPLETED,TXN-CAS-68035601
ORD-20260903-02673-DBB97,2026-09-03 16:28:52,ONLINE,Mark Bautista,Seafood Bilao Feast x3,7200.00,864.00,85.00,8149.00,GCASH,PAID,COMPLETED,TXN-GCA-40565632
ORD-20260903-01779-E2CB8,2026-09-03 16:31:57,ONLINE,Juan Tamad,Grilled Seafood Platter x1,2100.00,252.00,50.00,2402.00,GCASH,PAID,COMPLETED,TXN-GCA-65675788
ORD-20260903-03895-ACBF5,2026-09-03 17:09:02,ON_SITE,Dindo Dela Cruz,Sweet & Chili Crab Bucket x1; Fresh Calamansi Juice Pitcher x1,2230.00,267.60,0.00,2497.60,CASH,PAID,COMPLETED,TXN-CAS-55464956
ORD-20260903-04324-25AA3,2026-09-03 17:10:09,ONLINE,Pedro Penduko,Crispy Seafood Basket x1,980.00,117.60,60.00,1157.60,GCASH,PAID,COMPLETED,TXN-GCA-86992199
ORD-20260903-03100-C4927,2026-09-03 17:16:39,ON_SITE,Lisa Manoban,Garlic Butter Prawns x1; Seafood Cajun Boil x2,4950.00,594.00,0.00,5544.00,CASH,PAID,COMPLETED,TXN-CAS-14098426
ORD-20260903-02180-F4DF5,2026-09-03 17:45:24,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x1,1950.00,234.00,50.00,2234.00,GCASH,PAID,COMPLETED,TXN-GCA-74096802
ORD-20260903-02674-ABA2C,2026-09-03 17:49:24,ONLINE,Ana Reyes,Classic Seafood Paella x1; Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x1,4580.00,549.60,75.00,5204.60,GCASH,PAID,COMPLETED,TXN-GCA-67001121
ORD-20260903-01243-C739B,2026-09-03 17:52:15,ONLINE,Mark Bautista,Sweet & Chili Crab Bucket x1; Crispy Seafood Basket x1,2930.00,351.60,100.00,3381.60,CASH,PAID,COMPLETED,TXN-CAS-47365982
ORD-20260903-04060-D6D06,2026-09-03 18:02:19,ONLINE,Clara Dizon,Classic Seafood Paella x2; Seafood Cajun Boil x1,5150.00,618.00,60.00,5828.00,CASH,PAID,COMPLETED,TXN-CAS-69765391
ORD-20260903-02841-A6E2C,2026-09-03 18:07:43,ONLINE,Lisa Manoban,Sweet & Chili Crab Bucket x1,1950.00,234.00,120.00,2304.00,GCASH,PAID,COMPLETED,TXN-GCA-23657629
ORD-20260903-04128-BBFC2,2026-09-03 18:08:32,ON_SITE,Matteo Guidicelli,Seafood Cajun Boil x1; Seafood Bilao Feast x1,4250.00,510.00,0.00,4760.00,CASH,PAID,COMPLETED,TXN-CAS-40152987
ORD-20260903-01576-77DD1,2026-09-03 18:11:59,ONLINE,Ana Reyes,Crispy Seafood Basket x1; Fresh Calamansi Juice Pitcher x1,1260.00,151.20,60.00,1471.20,GCASH,PAID,COMPLETED,TXN-GCA-21264412
